"","SYMBOL","ENSEMBL","ENTREZID"
"3557","USF1","ENSG00000158773","7391"
"3558","NT5E","ENSG00000135318","4907"
"3559","ADGRG2","ENSG00000173698","10149"
"3560","TRH","ENSG00000170893","7200"
"3561","RHOJ","ENSG00000126785","57381"
"3562","XKR3","ENSG00000172967","150165"
"3563","ASMT","ENSG00000196433","438"
"3564","RFX3","ENSG00000080298","5991"
"3565","SLFN12","ENSG00000172123","55106"
"3566","REXO2","ENSG00000076043","25996"
"3567","ZNF787","ENSG00000142409","126208"
"3568","CAD","ENSG00000084774","790"
"3569","ZEB2","ENSG00000169554","9839"
"3570","TRMT5","ENSG00000126814","57570"
"3571","CRYZL2P","ENSG00000242193","730102"
"3572","WDR72","ENSG00000166415","256764"
"3573","S100A7A","ENSG00000184330","338324"
"3574","ACOT6","ENSG00000205669","641372"
"3575","RPL8","ENSG00000161016","6132"
"3576","LINC02383","ENSG00000248143","105374436"
"3577","MGAT4EP","ENSG00000184774","641515"
"3578","SNAI2","ENSG00000019549","6591"
"3579","SFRP5","ENSG00000120057","6425"
"3580","SPATA4","ENSG00000150628","132851"
"3581","MIR3613","ENSG00000264864","100500908"
"3582","MS4A15","ENSG00000166961","219995"
"3583","PRIMA1","ENSG00000175785","145270"
"3584","PRIMA1","ENSG00000274089","145270"
"3585","ITPRIP","ENSG00000148841","85450"
"3586","LYPLAL1","ENSG00000143353","127018"
"3587","PLOD1","ENSG00000083444","5351"
"3588","PATZ1","ENSG00000100105","23598"
"3589","BAG6","ENSG00000204463","7917"
"3590","BAG6","ENSG00000233348","7917"
"3591","BAG6","ENSG00000229524","7917"
"3592","BAG6","ENSG00000096155","7917"
"3593","BAG6","ENSG00000234651","7917"
"3594","BAG6","ENSG00000228760","7917"
"3595","BAG6","ENSG00000227761","7917"
"3596","PLEKHB1","ENSG00000021300","58473"
"3597","SOST","ENSG00000167941","50964"
"3598","GABRA3","ENSG00000011677","2556"
"3599","DEFB118","ENSG00000131068","117285"
"3600","ATOH7","ENSG00000179774","220202"
"3601","SNX13","ENSG00000071189","23161"
"3602","ENDOD1","ENSG00000149218","23052"
"3603","APLF","ENSG00000169621","200558"
"3604","CLK2","ENSG00000176444","1196"
"3605","CLK2","ENSG00000261893","1196"
"3606","ZNF14","ENSG00000105708","7561"
"3607","CSF2RA","ENSG00000198223","1438"
"3608","GAS8-AS1","ENSG00000221819","750"
"3609","TRAIP","ENSG00000183763","10293"
"3610","ATL1","ENSG00000198513","51062"
"3611","USP29","ENSG00000131864","57663"
"3612","BLOC1S1","ENSG00000135441","2647"
"3613","GRM4","ENSG00000124493","2914"
"3614","SEC23A","ENSG00000100934","10484"
"3615","CAMTA2","ENSG00000108509","23125"
"3616","IRGC","ENSG00000124449","56269"
"3617","OR4K1","ENSG00000155249","79544"
"3618","CRADD","ENSG00000169372","8738"
"3619","CSH1","ENSG00000136488","1442"
"3620","RNF130","ENSG00000113269","55819"
"3621","NEMP2","ENSG00000189362","100131211"
"3622","FBXO45","ENSG00000174013","200933"
"3623","B3GAT2","ENSG00000112309","135152"
"3624","MPRIP","ENSG00000133030","23164"
"3625","SSX7","ENSG00000187754","280658"
"3626","LOC100506804","ENSG00000225793","100506804"
"3627","SLC6A6","ENSG00000131389","6533"
"3628","ZNF462","ENSG00000148143","58499"
"3629","PEBP4","ENSG00000134020","157310"
"3630","PDCD6","ENSG00000249915","10016"
"3631","PAM16","ENSG00000217930","51025"
"3632","PAM16","ENSG00000282228","51025"
"3633","DACH2","ENSG00000126733","117154"
"3634","SMIM10L1","ENSG00000256537","100129361"
"3635","SMIM10L1","ENSG00000262986","100129361"
"3636","SMIM10L1","ENSG00000281930","100129361"
"3637","ARL17A","ENSG00000185829","51326"
"3638","ARL17A","ENSG00000228696","51326"
"3639","ARL17A","ENSG00000275748","51326"
"3640","ARL17A","ENSG00000276276","51326"
"3641","TMUB1","ENSG00000164897","83590"
"3642","PPM1A","ENSG00000100614","5494"
"3643","TULP2","ENSG00000104804","7288"
"3644","CELA3B","ENSG00000219073","23436"
"3645","DIP2A","ENSG00000160305","23181"
"3646","ACTN1-AS1","ENSG00000259062","161159"
"3647","WNT3","ENSG00000108379","7473"
"3648","WNT3","ENSG00000277641","7473"
"3649","WNT3","ENSG00000277626","7473"
"3650","LACTB2","ENSG00000147592","51110"
"3651","PFN3","ENSG00000196570","345456"
"3652","CCL1","ENSG00000108702","6346"
"3653","DIAPH2-AS1","ENSG00000236256","10824"
"3654","SLC29A1","ENSG00000112759","2030"
"3655","GPT","ENSG00000167701","2875"
"3656","ATF6B","ENSG00000213676","1388"
"3657","ATF6B","ENSG00000234539","1388"
"3658","ATF6B","ENSG00000168468","1388"
"3659","ATF6B","ENSG00000228628","1388"
"3660","LOC101927318","ENSG00000257588","101927318"
"3661","POSTN","ENSG00000133110","10631"
"3662","CAB39L","ENSG00000102547","81617"
"3663","MMS19","ENSG00000155229","64210"
"3664","CPAMD8","ENSG00000160111","27151"
"3665","NANOS2","ENSG00000188425","339345"
"3666","SPAAR","ENSG00000235387","158376"
"3667","DCC","ENSG00000187323","1630"
"3668","GRPR","ENSG00000126010","2925"
"3669","KCNIP3","ENSG00000115041","30818"
"3670","ATP11B","ENSG00000058063","23200"
"3671","EDN1","ENSG00000078401","1906"
"3672","HSF5","ENSG00000176160","124535"
"3673","LINC01111","ENSG00000254300","101926978"
"3674","CYP2U1","ENSG00000155016","113612"
"3675","ATP13A5","ENSG00000187527","344905"
"3676","SLC25A16","ENSG00000122912","8034"
"3677","ELAVL1","ENSG00000066044","1994"
"3678","LOC101928937","ENSG00000258039","101928937"
"3679","PPP4C","ENSG00000149923","5531"
"3680","RASGEF1B","ENSG00000138670","153020"
"3681","FAM27E5","ENSG00000178130","284123"
"3682","XIST","ENSG00000229807","7503"
"3683","SSPO","ENSG00000197558","23145"
"3684","TARS2","ENSG00000143374","80222"
"3685","PJA1","ENSG00000181191","64219"
"3686","LOC101927855","ENSG00000267131","101927855"
"3687","LOC100128398","ENSG00000176593","100128398"
"3688","SEC61G","ENSG00000132432","23480"
"3689","MIR647","ENSG00000207554","693232"
"3690","SNHG9","ENSG00000255198","735301"
"3691","HK2","ENSG00000159399","3099"
"3692","CHST1","ENSG00000175264","8534"
"3693","ATP2B1","ENSG00000070961","490"
"3694","VENTXP1","ENSG00000259849","139538"
"3695","KIF16B","ENSG00000089177","55614"
"3696","INTS4","ENSG00000149262","92105"
"3697","ACBD6","ENSG00000230124","84320"
"3698","ABCA11P","ENSG00000251595","79963"
"3699","ST6GALNAC6","ENSG00000160408","30815"
"3700","ST6GALNAC6","ENSG00000257524","30815"
"3701","CPVL","ENSG00000106066","54504"
"3702","LINC00551","ENSG00000272274","283483"
"3703","CD8B","ENSG00000172116","926"
"3704","GABARAPL1","ENSG00000139112","23710"
"3705","GMPPA","ENSG00000144591","29926"
"3706","LINC01479","ENSG00000255772","101927922"
"3707","TPMT","ENSG00000137364","7172"
"3708","PHF21A","ENSG00000135365","51317"
"3709","PLXND1","ENSG00000004399","23129"
"3710","SLC35E1","ENSG00000127526","79939"
"3711","SCYL1","ENSG00000142186","57410"
"3712","B3GLCT","ENSG00000187676","145173"
"3713","AVPR2","ENSG00000126895","554"
"3714","LINC00880","ENSG00000243629","339894"
"3715","LOC100129697","ENSG00000205018","100129697"
"3716","CDH2","ENSG00000170558","1000"
"3717","FTL","ENSG00000087086","2512"
"3718","ZBTB7C","ENSG00000184828","201501"
"3719","RHOF","ENSG00000139725","54509"
"3720","NDUFAF1","ENSG00000137806","51103"
"3721","GPATCH2","ENSG00000092978","55105"
"3722","RARA","ENSG00000131759","5914"
"3723","OGFOD2","ENSG00000111325","79676"
"3724","TSPAN13","ENSG00000106537","27075"
"3725","DDX60L","ENSG00000181381","91351"
"3726","MRPL32","ENSG00000106591","64983"
"3727","TCAF2","ENSG00000170379","285966"
"3728","ANKRD2","ENSG00000165887","26287"
"3729","NECAP1","ENSG00000089818","25977"
"3730","FAM183A","ENSG00000186973","440585"
"3731","IGFL2","ENSG00000204866","147920"
"3732","FFAR1","ENSG00000126266","2864"
"3733","CCDC144A","ENSG00000170160","9720"
"3734","ZNF34","ENSG00000196378","80778"
"3735","SH3PXD2A","ENSG00000107957","9644"
"3736","MRPS26","ENSG00000125901","64949"
"3737","PRKG2","ENSG00000138669","5593"
"3738","SKIL","ENSG00000136603","6498"
"3739","TERB1","ENSG00000249961","283847"
"3740","SLC10A7","ENSG00000120519","84068"
"3741","PROS1","ENSG00000184500","5627"
"3742","WDR46","ENSG00000227057","9277"
"3743","WDR46","ENSG00000206284","9277"
"3744","WDR46","ENSG00000226916","9277"
"3745","WDR46","ENSG00000236222","9277"
"3746","WDR46","ENSG00000204221","9277"
"3747","ZSCAN4","ENSG00000180532","201516"
"3748","ETV1","ENSG00000006468","2115"
"3749","CAMTA1-AS2","ENSG00000237728","102725193"
"3750","CTNNA3","ENSG00000183230","29119"
"3751","LANCL2","ENSG00000132434","55915"
"3752","NPM2","ENSG00000158806","10361"
"3753","PRR11","ENSG00000068489","55771"
"3754","TBC1D16","ENSG00000167291","125058"
"3755","MAP1A","ENSG00000166963","4130"
"3756","BAHD1","ENSG00000140320","22893"
"3757","SOAT1","ENSG00000057252","6646"
"3758","LINC02593","ENSG00000223764","100130417"
"3759","SMIM5","ENSG00000204323","643008"
"3760","MYL5","ENSG00000215375","4636"
"3761","OR2M7","ENSG00000177186","391196"
"3762","LINC01492","ENSG00000225564","101928496"
"3763","LOC154761","ENSG00000253882","154761"
"3764","ATF6","ENSG00000118217","22926"
"3765","PRR5L","ENSG00000135362","79899"
"3766","TMPRSS5","ENSG00000166682","80975"
"3767","RPRD2","ENSG00000163125","23248"
"3768","CD8B2","ENSG00000254126","927"
"3769","KIFC3","ENSG00000140859","3801"
"3770","IL3","ENSG00000164399","3562"
"3771","LTB","ENSG00000227507","4050"
"3772","LTB","ENSG00000204487","4050"
"3773","LTB","ENSG00000236237","4050"
"3774","LTB","ENSG00000231314","4050"
"3775","LTB","ENSG00000238114","4050"
"3776","LTB","ENSG00000223448","4050"
"3777","LTB","ENSG00000206437","4050"
"3778","LTB","ENSG00000236925","4050"
"3779","RNASE2","ENSG00000169385","6036"
"3780","ZBTB38","ENSG00000177311","253461"
"3781","DAZAP2","ENSG00000183283","9802"
"3782","ZNF524","ENSG00000171443","147807"
"3783","LINC00967","ENSG00000253138","100505659"
"3784","C11orf74","ENSG00000166352","119710"
"3785","CADM4","ENSG00000105767","199731"
"3786","PRR5","ENSG00000186654","55615"
"3787","FADD","ENSG00000168040","8772"
"3788","OR1E1","ENSG00000180016","8387"
"3789","UBL4A","ENSG00000102178","8266"
"3790","SLC51A","ENSG00000163959","200931"
"3791","SKIV2L","ENSG00000204351","6499"
"3792","SKIV2L","ENSG00000223493","6499"
"3793","SKIV2L","ENSG00000206353","6499"
"3794","SKIV2L","ENSG00000228896","6499"
"3795","SKIV2L","ENSG00000232616","6499"
"3796","SKIV2L","ENSG00000225737","6499"
"3797","SCN1B","ENSG00000105711","6324"
"3798","LINC01033","ENSG00000249069","104355136"
"3799","TBX5-AS1","ENSG00000255399","255480"
"3800","DHDH","ENSG00000104808","27294"
"3801","GPR108","ENSG00000125734","56927"
"3802","EIF3F","ENSG00000175390","8665"
"3803","EIF3F","ENSG00000280606","8665"
"3804","PCDHB11","ENSG00000197479","56125"
"3805","HOXB5","ENSG00000120075","3215"
"3806","POGLUT1","ENSG00000163389","56983"
"3807","MMP23A","ENSG00000215914","8511"
"3808","PARG","ENSG00000227345","8505"
"3809","ZNF28","ENSG00000198538","7576"
"3810","ENAM","ENSG00000132464","10117"
"3811","TFAP2C","ENSG00000087510","7022"
"3812","PSME2","ENSG00000100911","5721"
"3813","PSME2","ENSG00000284889","5721"
"3814","HTR1D","ENSG00000179546","3352"
"3815","ZBTB20-AS1","ENSG00000241560","100131117"
"3816","ARID4B","ENSG00000054267","51742"
"3817","LOC101927556","ENSG00000260927","101927556"
"3818","CYP27A1","ENSG00000135929","1593"
"3819","CLCA4-AS1","ENSG00000261737","105378828"
"3820","DPP10-AS1","ENSG00000235026","389023"
"3821","DOCK9","ENSG00000088387","23348"
"3822","DMRTB1","ENSG00000143006","63948"
"3823","MIR600HG","ENSG00000236901","81571"
"3824","SNORA2C","ENSG00000221491","677815"
"3825","USP38","ENSG00000170185","84640"
"3826","MCCC1","ENSG00000078070","56922"
"3827","NCOA7-AS1","ENSG00000232131","104355145"
"3828","CAPN2","ENSG00000162909","824"
"3829","DPP7","ENSG00000176978","29952"
"3830","SORCS1","ENSG00000108018","114815"
"3831","NCBP2AS2","ENSG00000270170","152217"
"3832","MIR3976HG","ENSG00000261738","645355"
"3833","INSM2","ENSG00000168348","84684"
"3834","EDDM3A","ENSG00000181562","10876"
"3835","EDRF1","ENSG00000107938","26098"
"3836","KDM5C","ENSG00000126012","8242"
"3837","HYAL2","ENSG00000068001","8692"
"3838","TIMM10B","ENSG00000132286","26515"
"3839","NPIPB9","ENSG00000196993","100507607"
"3840","NUPR1","ENSG00000176046","26471"
"3841","HTR2C","ENSG00000147246","3358"
"3842","ADAT3","ENSG00000213638","113179"
"3843","LIPG","ENSG00000101670","9388"
"3844","ADAMTS18","ENSG00000140873","170692"
"3845","ADORA2B","ENSG00000170425","136"
"3846","BMP10","ENSG00000163217","27302"
"3847","SEMA3B-AS1","ENSG00000232352","101928931"
"3848","HNRNPAB","ENSG00000197451","3182"
"3849","MAPK12","ENSG00000188130","6300"
"3850","TOMM70","ENSG00000154174","9868"
"3851","MYOF","ENSG00000138119","26509"
"3852","OPTN","ENSG00000123240","10133"
"3853","UBE3D","ENSG00000118420","90025"
"3854","DDX41","ENSG00000183258","51428"
"3855","H3P45","ENSG00000227211","115482705"
"3856","ADAMTS3","ENSG00000156140","9508"
"3857","LOC728485","ENSG00000267260","728485"
"3858","DUPD1","ENSG00000188716","338599"
"3859","DUPD1","ENSG00000281660","338599"
"3860","LCA5L","ENSG00000157578","150082"
"3861","MICOS10","ENSG00000173436","440574"
"3862","TEX36","ENSG00000175018","387718"
"3863","SLC52A2","ENSG00000185803","79581"
"3864","SLC52A2","ENSG00000285112","79581"
"3865","SLIT2","ENSG00000145147","9353"
"3866","CDC14B","ENSG00000081377","8555"
"3867","CFC1B","ENSG00000152093","653275"
"3868","LAMP2","ENSG00000005893","3920"
"3869","LOC101926943","ENSG00000232729","101926943"
"3870","SCAMP3","ENSG00000116521","10067"
"3871","SCAMP3","ENSG00000263290","10067"
"3872","GAGE10","ENSG00000215274","102724473"
"3873","MRPL39","ENSG00000154719","54148"
"3874","DEPP1","ENSG00000165507","11067"
"3875","GPRC5A","ENSG00000013588","9052"
"3876","CYP11B1","ENSG00000160882","1584"
"3877","COPG1","ENSG00000181789","22820"
"3878","C4orf17","ENSG00000138813","84103"
"3879","CXCL17","ENSG00000189377","284340"
"3880","GGA1","ENSG00000100083","26088"
"3881","NDUFA6-DT","ENSG00000237037","100132273"
"3882","LINC01990","ENSG00000273125","101929607"
"3883","ZSWIM5","ENSG00000162415","57643"
"3884","ETV3","ENSG00000117036","2117"
"3885","BRWD1-AS1","ENSG00000238141","100874093"
"3886","KIAA0513","ENSG00000135709","9764"
"3887","LTB4R","ENSG00000213903","1241"
"3888","LTB4R","ENSG00000285456","1241"
"3889","IER2","ENSG00000160888","9592"
"3890","DYNC1H1","ENSG00000197102","1778"
"3891","RALYL","ENSG00000184672","138046"
"3892","DACT2","ENSG00000164488","168002"
"3893","SLAIN1","ENSG00000139737","122060"
"3894","DNAJC19","ENSG00000205981","131118"
"3895","NACA4P","ENSG00000228224","83955"
"3896","COMMD5","ENSG00000170619","28991"
"3897","GHR","ENSG00000112964","2690"
"3898","ZBTB45","ENSG00000119574","84878"
"3899","SLC6A11","ENSG00000132164","6538"
"3900","SEC14L3","ENSG00000100012","266629"
"3901","LOC105372430","ENSG00000268530","105372430"
"3902","FLNC-AS1","ENSG00000242902","110806300"
"3903","TMEM236","ENSG00000148483","653567"
"3904","ZNF674-AS1","ENSG00000230844","401588"
"3905","ZNF644","ENSG00000122482","84146"
"3906","MYOC","ENSG00000034971","4653"
"3907","BCL6","ENSG00000113916","604"
"3908","ANKRD7","ENSG00000106013","56311"
"3909","RAD18","ENSG00000070950","56852"
"3910","HECW1","ENSG00000002746","23072"
"3911","MMP2","ENSG00000087245","4313"
"3912","MESD","ENSG00000117899","23184"
"3913","SERHL2","ENSG00000183569","253190"
"3914","LOC105369609","ENSG00000256862","105369609"
"3915","DNAJC5B","ENSG00000147570","85479"
"3916","ELOVL2-AS1","ENSG00000230314","100506409"
"3917","ARHGAP19","ENSG00000213390","84986"
"3918","TRHR","ENSG00000174417","7201"
"3919","WBP2NL","ENSG00000183066","164684"
"3920","NRG3","ENSG00000185737","10718"
"3921","RAP1GAP2","ENSG00000132359","23108"
"3922","PYCR1","ENSG00000183010","5831"
"3923","PAQR8","ENSG00000170915","85315"
"3924","KLF2","ENSG00000127528","10365"
"3925","ZNF396","ENSG00000186496","252884"
"3926","SMIM21","ENSG00000206026","284274"
"3927","SH2D7","ENSG00000183476","646892"
"3928","ZNF83","ENSG00000167766","55769"
"3929","TMEM246-AS1","ENSG00000225376","101928470"
"3930","SEC16B","ENSG00000120341","89866"
"3931","STAC","ENSG00000144681","6769"
"3932","DNAL1","ENSG00000119661","83544"
"3933","NUF2","ENSG00000143228","83540"
"3934","TWNK","ENSG00000107815","56652"
"3935","KLF1","ENSG00000105610","10661"
"3936","GRAMD4","ENSG00000075240","23151"
"3937","GJB6","ENSG00000121742","10804"
"3938","OXNAD1","ENSG00000154814","92106"
"3939","HS3ST4","ENSG00000182601","9951"
"3940","CDK2","ENSG00000123374","1017"
"3941","LATS2","ENSG00000150457","26524"
"3942","USP2","ENSG00000036672","9099"
"3943","FOXP4","ENSG00000137166","116113"
"3944","CXADRP3","ENSG00000265766","440224"
"3945","TMCO3","ENSG00000150403","55002"
"3946","OR5B21","ENSG00000198283","219968"
"3947","LPAR1","ENSG00000198121","1902"
"3948","CYB5R1","ENSG00000159348","51706"
"3949","MGAT5","ENSG00000152127","4249"
"3950","STRCP1","ENSG00000166763","554225"
"3951","IDO1","ENSG00000131203","3620"
"3952","DQX1","ENSG00000144045","165545"
"3953","WLS","ENSG00000116729","79971"
"3954","LOC100130587","ENSG00000203900","100130587"
"3955","TSIX","ENSG00000270641","9383"
"3956","CACNA1I","ENSG00000100346","8911"
"3957","IZUMO2","ENSG00000161652","126123"
"3958","MIR1-1HG","ENSG00000174407","128826"
"3959","MEGF6","ENSG00000162591","1953"
"3960","CCDC86","ENSG00000110104","79080"
"3961","ATXN10","ENSG00000130638","25814"
"3962","LAMTOR5","ENSG00000134248","10542"
"3963","CST8","ENSG00000125815","10047"
"3964","ZHX1","ENSG00000165156","11244"
"3965","ASPG","ENSG00000166183","374569"
"3966","GLI3","ENSG00000106571","2737"
"3967","FHL2","ENSG00000115641","2274"
"3968","PPP1R13B","ENSG00000088808","23368"
"3969","MPDU1","ENSG00000129255","9526"
"3970","TCL1B","ENSG00000213231","9623"
"3971","CACFD1","ENSG00000160325","11094"
"3972","CACFD1","ENSG00000280479","11094"
"3973","EGFR","ENSG00000146648","1956"
"3974","ADCY10P1","ENSG00000161912","221442"
"3975","SLC38A5","ENSG00000017483","92745"
"3976","RAMP3","ENSG00000122679","10268"
"3977","ZNF519","ENSG00000175322","162655"
"3978","ANKMY1","ENSG00000144504","51281"
"3979","ORC3","ENSG00000135336","23595"
"3980","ZCCHC18","ENSG00000166707","644353"
"3981","OR6C1","ENSG00000205330","390321"
"3982","ZC3H12C","ENSG00000149289","85463"
"3983","DIO1","ENSG00000211452","1733"
"3984","CLDN5","ENSG00000184113","7122"
"3985","OR6B2","ENSG00000182083","389090"
"3986","LOC101927551","ENSG00000230922","101927551"
"3987","OR10A3","ENSG00000170683","26496"
"3988","OR10A3","ENSG00000273953","26496"
"3989","OR10A3","ENSG00000281680","26496"
"3990","LY6G6F","ENSG00000204424","259215"
"3991","LY6G6F","ENSG00000243003","259215"
"3992","LY6G6F","ENSG00000241822","259215"
"3993","LY6G6F","ENSG00000240957","259215"
"3994","LY6G6F","ENSG00000240008","259215"
"3995","LY6G6F","ENSG00000243804","259215"
"3996","LY6G6F","ENSG00000239741","259215"
"3997","EDIL3","ENSG00000164176","10085"
"3998","KRTAP4-9","ENSG00000212722","100132386"
"3999","KRTAP4-9","ENSG00000262121","100132386"
"4000","PC","ENSG00000173599","5091"
"4001","IGFBPL1","ENSG00000137142","347252"
"4002","DMTN","ENSG00000158856","2039"
"4003","ARHGEF10L","ENSG00000074964","55160"
"4004","LINC00460","ENSG00000233532","728192"
"4005","ANXA11","ENSG00000122359","311"
"4006","ADAT1","ENSG00000065457","23536"
"4007","RRNAD1","ENSG00000143303","51093"
"4008","AGTPBP1","ENSG00000135049","23287"
"4009","HINT3","ENSG00000111911","135114"
"4010","LINC01213","ENSG00000244541","101927992"
"4011","LINC02057","ENSG00000249279","105378992"
"4012","TRAPPC2","ENSG00000196459","6399"
"4013","TOR3A","ENSG00000186283","64222"
"4014","C7orf26","ENSG00000146576","79034"
"4015","LINC00293","ENSG00000253314","497634"
"4016","KIRREL2","ENSG00000126259","84063"
"4017","COX18","ENSG00000163626","285521"
"4018","LINC01606","ENSG00000253301","100507651"
"4019","LINC01162","ENSG00000232790","104355138"
"4020","C8orf74","ENSG00000171060","203076"
"4021","C8orf74","ENSG00000285147","203076"
"4022","FAHD1","ENSG00000180185","81889"
