"","SYMBOL","ENSEMBL","ENTREZID"
"21808","ZNF221","ENSG00000159905","7638"
"21809","BTF3L4","ENSG00000134717","91408"
"21810","ALMS1P1","ENSG00000163016","200420"
"21811","DUXAP9","ENSG00000225210","503638"
"21812","SNORA79","ENSG00000221303","677845"
"21813","MRPL48","ENSG00000175581","51642"
"21814","SYNDIG1","ENSG00000101463","79953"
"21815","ZC3H14","ENSG00000100722","79882"
"21816","LINC00320","ENSG00000224924","387486"
"21817","ADAMTSL4-AS1","ENSG00000203804","574406"
"21818","DNAJC24","ENSG00000170946","120526"
"21819","STX1A","ENSG00000106089","6804"
"21820","MDC1-AS1","ENSG00000224328","106478956"
"21821","OR7A17","ENSG00000185385","26333"
"21822","C20orf96","ENSG00000196476","140680"
"21823","PTTG3P","ENSG00000213005","26255"
"21824","RPL23","ENSG00000125691","9349"
"21825","SLC37A4","ENSG00000137700","2542"
"21826","SLC37A4","ENSG00000281500","2542"
"21827","ZFP42","ENSG00000179059","132625"
"21828","CCDC73","ENSG00000186714","493860"
"21829","DYNC1I2","ENSG00000077380","1781"
"21830","SPEM1","ENSG00000181323","374768"
"21831","SPEM1","ENSG00000284598","374768"
"21832","MRPS9-AS2","ENSG00000224509","102724691"
"21833","MAN2C1","ENSG00000140400","4123"
"21834","LINC02422","ENSG00000255760","105369723"
"21835","INTS10","ENSG00000104613","55174"
"21836","LINC00561","ENSG00000261206","100861545"
"21837","C1orf167","ENSG00000215910","284498"
"21838","CHAC2","ENSG00000143942","494143"
"21839","TCEA2","ENSG00000171703","6919"
"21840","KCTD21-AS1","ENSG00000246174","100289388"
"21841","NFIL3","ENSG00000165030","4783"
"21842","DCLRE1B","ENSG00000118655","64858"
"21843","LINC00708","ENSG00000232170","100507143"
"21844","LINC01618","ENSG00000250302","152578"
"21845","EBP","ENSG00000147155","10682"
"21846","COL11A2","ENSG00000204248","1302"
"21847","COL11A2","ENSG00000230930","1302"
"21848","COL11A2","ENSG00000235708","1302"
"21849","COL11A2","ENSG00000206290","1302"
"21850","COL11A2","ENSG00000227801","1302"
"21851","COL11A2","ENSG00000232541","1302"
"21852","COL11A2","ENSG00000223699","1302"
"21853","ZNF222","ENSG00000159885","7673"
"21854","KCNH7","ENSG00000184611","90134"
"21855","ARL15","ENSG00000185305","54622"
"21856","GCSIR","ENSG00000232520","151484"
"21857","UHRF1BP1","ENSG00000065060","54887"
"21858","MIR593","ENSG00000207588","693178"
"21859","ISYNA1","ENSG00000105655","51477"
"21860","ZNF529","ENSG00000186020","57711"
"21861","CPSF2","ENSG00000165934","53981"
"21862","MIR4292","ENSG00000265806","100422860"
"21863","MCRIP1","ENSG00000225663","348262"
"21864","MCRIP1","ENSG00000288213","348262"
"21865","NMS","ENSG00000204640","129521"
"21866","VPS8","ENSG00000156931","23355"
"21867","C16orf96","ENSG00000205832","342346"
"21868","TIAL1","ENSG00000151923","7073"
"21869","XKR6","ENSG00000171044","286046"
"21870","PXT1","ENSG00000179165","222659"
"21871","RWDD4","ENSG00000182552","201965"
"21872","SIVA1","ENSG00000184990","10572"
"21873","MIR212","ENSG00000267195","406994"
"21874","KRT6A","ENSG00000205420","3853"
"21875","RILP","ENSG00000167705","83547"
"21876","RILP","ENSG00000274145","83547"
"21877","ERICH6-AS1","ENSG00000240137","101928085"
"21878","SLC38A2","ENSG00000134294","54407"
"21879","GYG2","ENSG00000056998","8908"
"21880","MAPK6-DT","ENSG00000259438","112543478"
"21881","ABLIM3","ENSG00000173210","22885"
"21882","FIZ1","ENSG00000179943","84922"
"21883","LINC00351","ENSG00000226317","100874137"
"21884","PLEKHO1","ENSG00000023902","51177"
"21885","P2RY14","ENSG00000174944","9934"
"21886","CCDC127","ENSG00000164366","133957"
"21887","LINC01564","ENSG00000235899","101927171"
"21888","MIR5707","ENSG00000265598","100847032"
"21889","TSSK4","ENSG00000139908","283629"
"21890","TSSK4","ENSG00000285140","283629"
"21891","LINC00974","ENSG00000226629","147093"
"21892","IRF9","ENSG00000213928","10379"
"21893","IRF9","ENSG00000285048","10379"
"21894","MIEN1","ENSG00000141741","84299"
"21895","ACVR1","ENSG00000115170","90"
"21896","BCL9L","ENSG00000186174","283149"
"21897","SNORA70D","ENSG00000263666","100379141"
"21898","LINC02395","ENSG00000257771","101927292"
"21899","KRT40","ENSG00000204889","125115"
"21900","KRT40","ENSG00000262845","125115"
"21901","ITFG1","ENSG00000129636","81533"
"21902","CTRL","ENSG00000141086","1506"
"21903","MEGF11","ENSG00000157890","84465"
"21904","MEGF11","ENSG00000277848","84465"
"21905","TRIM71","ENSG00000206557","131405"
"21906","SMARCB1","ENSG00000099956","6598"
"21907","SMARCB1","ENSG00000275837","6598"
"21908","KLHDC3","ENSG00000124702","116138"
"21909","OVOL1-AS1","ENSG00000255120","101927828"
"21910","IL27RA","ENSG00000104998","9466"
"21911","IL27RA","ENSG00000288185","9466"
"21912","TMEM138","ENSG00000149483","51524"
"21913","NAPG","ENSG00000134265","8774"
"21914","GATA1","ENSG00000102145","2623"
"21915","OR1E3","ENSG00000142163","8389"
"21916","UFL1","ENSG00000014123","23376"
"21917","ZNF790-AS1","ENSG00000267254","284408"
"21918","IKZF3","ENSG00000161405","22806"
"21919","IP6K1","ENSG00000176095","9807"
"21920","MYCNUT","ENSG00000223850","103752554"
"21921","NPY6R","ENSG00000226306","4888"
"21922","BGLAP","ENSG00000242252","632"
"21923","TTTY9B","ENSG00000131007","425057"
"21924","TRPM7","ENSG00000092439","54822"
"21925","HIBADH","ENSG00000106049","11112"
"21926","SCGB1A1","ENSG00000149021","7356"
"21927","ATP5MGL","ENSG00000249222","267020"
"21928","FAM163A","ENSG00000143340","148753"
"21929","FAM163A","ENSG00000243062","148753"
"21930","C6orf62","ENSG00000112308","81688"
"21931","FARSA-AS1","ENSG00000266975","106144598"
"21932","HHIPL2","ENSG00000143512","79802"
"21933","TUBGCP4","ENSG00000137822","27229"
"21934","NMRAL2P","ENSG00000171658","344887"
"21935","IL20RA","ENSG00000016402","53832"
"21936","AASDH","ENSG00000157426","132949"
"21937","AGER","ENSG00000204305","177"
"21938","AGER","ENSG00000230514","177"
"21939","AGER","ENSG00000206320","177"
"21940","AGER","ENSG00000234729","177"
"21941","AGER","ENSG00000229058","177"
"21942","AGER","ENSG00000231268","177"
"21943","AGER","ENSG00000237405","177"
"21944","LEMD2","ENSG00000161904","221496"
"21945","CMTM5","ENSG00000166091","116173"
"21946","LNCSRLR","ENSG00000240032","109729161"
"21947","PAK1","ENSG00000149269","5058"
"21948","LAIR1","ENSG00000167613","3903"
"21949","LAIR1","ENSG00000274110","3903"
"21950","LAIR1","ENSG00000278154","3903"
"21951","LAIR1","ENSG00000276163","3903"
"21952","LAIR1","ENSG00000276053","3903"
"21953","HSPD1","ENSG00000144381","3329"
"21954","CYP2C18","ENSG00000108242","1562"
"21955","FBXW4P1","ENSG00000230701","26226"
"21956","C17orf112","ENSG00000227011","100506650"
"21957","LINC02436","ENSG00000250754","101928877"
"21958","DLX2","ENSG00000115844","1746"
"21959","TMEM126B","ENSG00000171204","55863"
"21960","TIMM17B","ENSG00000126768","10245"
"21961","CTSL","ENSG00000135047","1514"
"21962","ATXN7L3","ENSG00000087152","56970"
"21963","LINC02159","ENSG00000253417","285629"
"21964","LINC00672","ENSG00000263874","100505576"
"21965","MSI1","ENSG00000135097","4440"
"21966","LOC105378591","ENSG00000226969","105378591"
"21967","MMADHC-DT","ENSG00000231969","101929231"
"21968","CREBZF","ENSG00000137504","58487"
"21969","ZNF704","ENSG00000164684","619279"
"21970","AAMDC","ENSG00000087884","28971"
"21971","TNC","ENSG00000041982","3371"
"21972","PCA3","ENSG00000225937","50652"
"21973","SNTA1","ENSG00000101400","6640"
"21974","TIMELESS","ENSG00000111602","8914"
"21975","DTD1-AS1","ENSG00000233993","101929526"
"21976","CACNA2D3-AS1","ENSG00000243715","100874237"
"21977","SIDT2","ENSG00000149577","51092"
"21978","ZDHHC23","ENSG00000184307","254887"
"21979","FNTB","ENSG00000257365","2342"
"21980","CCL2","ENSG00000108691","6347"
"21981","DEFB126","ENSG00000125788","81623"
"21982","RAB5A","ENSG00000144566","5868"
"21983","APLP1","ENSG00000105290","333"
"21984","SFTPA1","ENSG00000122852","653509"
"21985","AP3D1","ENSG00000065000","8943"
"21986","LOC101927020","ENSG00000235122","101927020"
"21987","TMEM114","ENSG00000232258","283953"
"21988","CREB3L2","ENSG00000182158","64764"
"21989","MIR4291","ENSG00000265347","100422927"
"21990","KBTBD12","ENSG00000187715","166348"
"21991","LINC01649","ENSG00000228127","101928995"
"21992","LOC339298","ENSG00000263547","339298"
"21993","SNX32","ENSG00000172803","254122"
"21994","EIF3J-DT","ENSG00000179523","645212"
"21995","CSF3R","ENSG00000119535","1441"
"21996","GREB1L","ENSG00000141449","80000"
"21997","PID1","ENSG00000153823","55022"
"21998","DUSP27","ENSG00000198842","92235"
"21999","LOC102724934","ENSG00000257522","102724934"
"22000","LOC101928988","ENSG00000259351","101928988"
"22001","WT1-AS","ENSG00000183242","51352"
"22002","KCNQ1","ENSG00000053918","3784"
"22003","KCNQ1","ENSG00000282076","3784"
"22004","VTRNA1-2","ENSG00000202111","56663"
"22005","NAALADL1","ENSG00000168060","10004"
"22006","ADORA1","ENSG00000163485","134"
"22007","IPP","ENSG00000197429","3652"
"22008","RIPPLY3","ENSG00000183145","53820"
"22009","ZNF131","ENSG00000172262","7690"
"22010","C16orf95","ENSG00000260456","100506581"
"22011","ALDOC","ENSG00000109107","230"
"22012","ACP1","ENSG00000143727","52"
"22013","GPR142","ENSG00000257008","350383"
"22014","MIR4422","ENSG00000265822","100616272"
"22015","SNX5","ENSG00000089006","27131"
"22016","LINC01337","ENSG00000251221","103689917"
"22017","TECTB","ENSG00000119913","6975"
"22018","SPEF1","ENSG00000101222","25876"
"22019","KATNA1","ENSG00000186625","11104"
"22020","ZSCAN5B","ENSG00000197213","342933"
"22021","MIR4779","ENSG00000265420","100616159"
"22022","HMGCL","ENSG00000117305","3155"
"22023","CAND1","ENSG00000111530","55832"
"22024","ARL17A","ENSG00000185829","51326"
"22025","ARL17A","ENSG00000228696","51326"
"22026","ARL17A","ENSG00000275748","51326"
"22027","ARL17A","ENSG00000276276","51326"
"22028","AA06","ENSG00000265544","100506677"
"22029","HSFX1","ENSG00000171116","100506164"
"22030","C16orf54","ENSG00000185905","283897"
"22031","REC8","ENSG00000100918","9985"
"22032","REC8","ENSG00000285007","9985"
"22033","SEMA3E","ENSG00000170381","9723"
"22034","THOC6","ENSG00000131652","79228"
"22035","AADACL2","ENSG00000197953","344752"
"22036","AADACL2","ENSG00000261846","344752"
"22037","ENTPD3-AS1","ENSG00000223797","285266"
"22038","TRIM44","ENSG00000166326","54765"
"22039","TEX46","ENSG00000227868","729059"
"22040","PAG1","ENSG00000076641","55824"
"22041","FTCD","ENSG00000160282","10841"
"22042","FTCD","ENSG00000281775","10841"
"22043","GSTM1","ENSG00000134184","2944"
"22044","RBM19","ENSG00000122965","9904"
"22045","SLC13A3","ENSG00000158296","64849"
"22046","CELA1","ENSG00000139610","1990"
"22047","PDCD6IP","ENSG00000170248","10015"
"22048","AIP","ENSG00000110711","9049"
"22049","PKP1","ENSG00000081277","5317"
"22050","FGFR1","ENSG00000077782","2260"
"22051","CALML4","ENSG00000129007","91860"
"22052","C17orf77","ENSG00000182352","146723"
"22053","SEC14L5","ENSG00000103184","9717"
"22054","THAP9","ENSG00000168152","79725"
"22055","RNF166","ENSG00000158717","115992"
"22056","KRT84","ENSG00000161849","3890"
"22057","FGF14-AS2","ENSG00000272143","283481"
"22058","HIVEP3","ENSG00000127124","59269"
"22059","RPS7","ENSG00000171863","6201"
"22060","OPALIN","ENSG00000197430","93377"
"22061","REST","ENSG00000084093","5978"
"22062","LMF1","ENSG00000103227","64788"
"22063","LMF1","ENSG00000260807","64788"
"22064","OR2K2","ENSG00000171133","26248"
"22065","CEP57L1","ENSG00000183137","285753"
"22066","H2AL1RP","ENSG00000229674","115482686"
"22067","TEX37","ENSG00000172073","200523"
"22068","GREM1","ENSG00000166923","26585"
"22069","GREM1","ENSG00000276886","26585"
"22070","GREM1","ENSG00000282046","26585"
"22071","CTNNA2","ENSG00000066032","1496"
"22072","TRRAP","ENSG00000196367","8295"
"22073","NKAIN2","ENSG00000188580","154215"
"22074","IQCF5-AS1","ENSG00000235455","101928999"
"22075","KCNC3","ENSG00000131398","3748"
"22076","LOC400627","ENSG00000261924","400627"
"22077","AP2A2","ENSG00000183020","161"
"22078","AP2A2","ENSG00000280759","161"
"22079","AP2A2","ENSG00000281385","161"
"22080","OARD1","ENSG00000124596","221443"
"22081","CYP4F30P","ENSG00000214081","100132708"
"22082","EPCAM-DT","ENSG00000234690","101927043"
"22083","MYEF2","ENSG00000104177","50804"
"22084","LIME1","ENSG00000203896","54923"
"22085","KIAA1958","ENSG00000165185","158405"
"22086","LINC02550","ENSG00000271584","105369490"
"22087","GASK1A","ENSG00000144649","729085"
"22088","ARHGAP5","ENSG00000100852","394"
"22089","TLX2","ENSG00000115297","3196"
"22090","KAZN","ENSG00000189337","23254"
"22091","TSC2","ENSG00000103197","7249"
"22092","RGPD5","ENSG00000015568","84220"
"22093","ATP6V1C1","ENSG00000155097","528"
"22094","REL","ENSG00000162924","5966"
"22095","SYT17","ENSG00000103528","51760"
"22096","C5orf66-AS1","ENSG00000249082","101927953"
"22097","CHAMP1","ENSG00000198824","283489"
"22098","CA6","ENSG00000131686","765"
"22099","TLR7","ENSG00000196664","51284"
"22100","SPATA46","ENSG00000171722","284680"
"22101","TNFRSF25","ENSG00000215788","8718"
"22102","IFITM4P","ENSG00000235821","340198"
"22103","LYPD6","ENSG00000187123","130574"
"22104","PTGES3","ENSG00000110958","10728"
"22105","ZNF575","ENSG00000176472","284346"
"22106","NAPEPLD","ENSG00000161048","222236"
"22107","NAPEPLD","ENSG00000275723","222236"
"22108","WDR78","ENSG00000152763","79819"
"22109","SENCR","ENSG00000254703","100507392"
"22110","POLD4","ENSG00000175482","57804"
"22111","LZIC","ENSG00000162441","84328"
"22112","PALB2","ENSG00000083093","79728"
"22113","MATK","ENSG00000007264","4145"
"22114","TRPA1","ENSG00000104321","8989"
"22115","FCRL4","ENSG00000163518","83417"
"22116","KDM5B","ENSG00000117139","10765"
"22117","SVOPL","ENSG00000157703","136306"
"22118","LINC00620","ENSG00000224514","285375"
"22119","MED13","ENSG00000108510","9969"
"22120","FGF4","ENSG00000075388","2249"
"22121","LOC105376748","ENSG00000233654","105376748"
"22122","KRBOX1-AS1","ENSG00000206552","100506275"
"22123","TBC1D25","ENSG00000068354","4943"
"22124","RTCB","ENSG00000100220","51493"
"22125","LINC01482","ENSG00000267659","101928104"
"22126","KRT18","ENSG00000111057","3875"
"22127","ESYT2","ENSG00000117868","57488"
"22128","PARP11","ENSG00000111224","57097"
"22129","COMMD7","ENSG00000149600","149951"
"22130","COMMD7","ENSG00000285382","149951"
"22131","TLX1","ENSG00000107807","3195"
"22132","PIWIL3","ENSG00000184571","440822"
"22133","ATP6V0A2","ENSG00000185344","23545"
"22134","HSPBP1","ENSG00000133265","23640"
"22135","LCN2","ENSG00000148346","3934"
"22136","PDZD4","ENSG00000067840","57595"
"22137","VPS13C","ENSG00000129003","54832"
"22138","B3GAT1","ENSG00000109956","27087"
"22139","PDLIM3","ENSG00000154553","27295"
"22140","MAP4K3-DT","ENSG00000231312","728730"
"22141","ADI1","ENSG00000182551","55256"
"22142","ADI1","ENSG00000280830","55256"
"22143","TTLL6","ENSG00000170703","284076"
"22144","GIMAP5","ENSG00000196329","55340"
"22145","SRGAP3-AS2","ENSG00000228723","101927416"
"22146","PLA2G15","ENSG00000103066","23659"
"22147","RSPO4","ENSG00000101282","343637"
"22148","TNFSF11","ENSG00000120659","8600"
"22149","MALSU1","ENSG00000156928","115416"
"22150","LIMK1","ENSG00000106683","3984"
"22151","RNPC3","ENSG00000185946","55599"
"22152","CPA5","ENSG00000158525","93979"
"22153","RNF6","ENSG00000127870","6049"
"22154","LINC02189","ENSG00000260026","101928614"
"22155","TIGD1","ENSG00000221944","200765"
"22156","LOC101928372","ENSG00000198358","101928372"
"22157","POLB","ENSG00000070501","5423"
"22158","TMED4","ENSG00000158604","222068"
"22159","TCAP","ENSG00000173991","8557"
"22160","FAM209B","ENSG00000213714","388799"
"22161","TNFRSF1A","ENSG00000067182","7132"
"22162","LOC284865","ENSG00000249923","284865"
"22163","KCNAB1-AS1","ENSG00000242370","100874084"
"22164","SNORD35A","ENSG00000200259","26816"
"22165","AOC2","ENSG00000131480","314"
"22166","ZBED5-AS1","ENSG00000247271","729013"
"22167","TAZ","ENSG00000102125","6901"
"22168","SCLY","ENSG00000132330","51540"
"22169","PDE12","ENSG00000174840","201626"
"22170","PCBP4","ENSG00000090097","57060"
"22171","G6PC2","ENSG00000152254","57818"
"22172","G6PC2","ENSG00000278373","57818"
"22173","LOC100240735","ENSG00000250654","100240735"
"22174","UBE2D3","ENSG00000109332","7323"
"22175","DDX19A","ENSG00000168872","55308"
"22176","CT66","ENSG00000234215","100507468"
"22177","VPS37D","ENSG00000176428","155382"
"22178","CERS3","ENSG00000154227","204219"
"22179","NOP58","ENSG00000055044","51602"
"22180","ADORA2A","ENSG00000128271","135"
"22181","SRSF4","ENSG00000116350","6429"
"22182","MT1HL1","ENSG00000244020","645745"
"22183","LOC112268408","ENSG00000266988","112268408"
"22184","LOC112268408","ENSG00000284955","112268408"
"22185","FZD9","ENSG00000188763","8326"
"22186","RORA-AS2","ENSG00000259482","100996876"
"22187","PRNT","ENSG00000180259","149830"
"22188","DNMT3L","ENSG00000142182","29947"
"22189","ACP5","ENSG00000102575","54"
"22190","CXorf49B","ENSG00000215113","100132994"
"22191","ID4","ENSG00000172201","3400"
"22192","PTPN5","ENSG00000110786","84867"
"22193","KLRC4","ENSG00000183542","8302"
"22194","BCCIP","ENSG00000107949","56647"
"22195","TROAP","ENSG00000135451","10024"
"22196","LINC02032","ENSG00000241131","100507461"
"22197","LCE1A","ENSG00000186844","353131"
"22198","LRP2BP","ENSG00000109771","55805"
"22199","LOC105373352","ENSG00000233633","105373352"
"22200","SUGP2","ENSG00000064607","10147"
"22201","SKOR2","ENSG00000215474","652991"
"22202","WBP1L","ENSG00000166272","54838"
"22203","NFIB","ENSG00000147862","4781"
"22204","PRMT8","ENSG00000111218","56341"
"22205","FAM92A1P2","ENSG00000230219","403315"
"22206","TSC22D1","ENSG00000102804","8848"
"22207","LOC105371855","ENSG00000265702","105371855"
"22208","KIF5B","ENSG00000170759","3799"
"22209","FAM131B","ENSG00000159784","9715"
"22210","TFRC","ENSG00000072274","7037"
"22211","EEPD1","ENSG00000122547","80820"
"22212","FKBPL","ENSG00000204315","63943"
"22213","FKBPL","ENSG00000230907","63943"
"22214","FKBPL","ENSG00000224200","63943"
"22215","FKBPL","ENSG00000223666","63943"
"22216","ACBD3-AS1","ENSG00000234478","107985353"
"22217","PLEKHA7","ENSG00000166689","144100"
"22218","LINC01592","ENSG00000253658","100505718"
"22219","PNLIPRP1","ENSG00000187021","5407"
"22220","EPS8","ENSG00000151491","2059"
"22221","TACR1","ENSG00000115353","6869"
"22222","ZBTB44-DT","ENSG00000175773","646383"
"22223","MTRNR2L3","ENSG00000256222","100462983"
"22224","EMX2OS","ENSG00000229847","196047"
"22225","LRP5L","ENSG00000100068","91355"
"22226","RTN3","ENSG00000133318","10313"
"22227","ARGLU1","ENSG00000134884","55082"
"22228","MYOG","ENSG00000122180","4656"
"22229","MT1H","ENSG00000205358","4496"
"22230","KNCN","ENSG00000162456","148930"
"22231","AMBP","ENSG00000106927","259"
"22232","ZCCHC14","ENSG00000140948","23174"
"22233","LINC01777","ENSG00000235054","284661"
"22234","ZNF23","ENSG00000167377","7571"
"22235","CRTC1","ENSG00000105662","23373"
"22236","VSIG10","ENSG00000176834","54621"
"22237","LINC00517","ENSG00000259091","400208"
"22238","KCTD7","ENSG00000243335","154881"
"22239","TGM4","ENSG00000163810","7047"
"22240","TGM4","ENSG00000281886","7047"
"22241","EID1","ENSG00000255302","23741"
"22242","ENKD1","ENSG00000124074","84080"
"22243","TRAPPC8","ENSG00000153339","22878"
"22244","HSD17B6","ENSG00000025423","8630"
"22245","OR2G2","ENSG00000177489","81470"
"22246","ZNF547","ENSG00000152433","284306"
"22247","TARM1","ENSG00000248385","441864"
"22248","TARM1","ENSG00000276355","441864"
"22249","TARM1","ENSG00000274889","441864"
"22250","TARM1","ENSG00000276145","441864"
"22251","TARM1","ENSG00000275123","441864"
"22252","TARM1","ENSG00000276604","441864"
"22253","TARM1","ENSG00000275806","441864"
"22254","TARM1","ENSG00000275384","441864"
"22255","TARM1","ENSG00000273875","441864"
"22256","TARM1","ENSG00000277178","441864"
"22257","LOC105369760","ENSG00000258017","105369760"
"22258","MBL2","ENSG00000165471","4153"
"22259","OR2V1","ENSG00000185372","26693"
"22260","IGFL3","ENSG00000188624","388555"
"22261","POLG2","ENSG00000256525","11232"
"22262","SYDE2","ENSG00000097096","84144"
"22263","TMC1","ENSG00000165091","117531"
"22264","TCEAL6","ENSG00000204071","158931"
"22265","TMEM41B","ENSG00000166471","440026"
"22266","RRP36","ENSG00000124541","88745"
"22267","ADIPOR2","ENSG00000006831","79602"
"22268","ADIPOR2","ENSG00000285070","79602"
"22269","C16orf86","ENSG00000159761","388284"
"22270","CACNA1G-AS1","ENSG00000250107","253962"
"22271","PLA2G4C-AS1","ENSG00000269420","106144526"
"22272","TBC1D8-AS1","ENSG00000272902","100506286"
"22273","JAK1","ENSG00000162434","3716"
"22274","PDE4DIP","ENSG00000178104","9659"
"22275","PITRM1-AS1","ENSG00000237399","100507034"
"22276","OOSP4B","ENSG00000255393","107987155"
"22277","OOSP4B","ENSG00000285463","107987155"
"22278","LPP-AS1","ENSG00000224563","100873917"
"22279","MIR4257","ENSG00000264553","100422997"
"22280","ODF3B","ENSG00000177989","440836"
"22281","NMRK2","ENSG00000077009","27231"
"22282","LINC01767","ENSG00000223956","105378744"
"22283","CNMD","ENSG00000136110","11061"
"22284","EGFLAM","ENSG00000164318","133584"
"22285","CRX","ENSG00000105392","1406"
"22286","ZNF782","ENSG00000196597","158431"
"22287","CBWD3","ENSG00000196873","445571"
"22288","LOC101928012","ENSG00000223646","101928012"
"22289","GPAT2","ENSG00000186281","150763"
"22290","LOC101928782","ENSG00000224865","101928782"
"22291","YARS1","ENSG00000134684","8565"
"22292","P2RY4","ENSG00000186912","5030"
"22293","CFLAR","ENSG00000003402","8837"
"22294","ERVMER34-1","ENSG00000226887","100288413"
"22295","UPP2","ENSG00000007001","151531"
"22296","SLC5A4-AS1","ENSG00000242082","110806273"
"22297","FATE1","ENSG00000147378","89885"
"22298","AGBL2","ENSG00000165923","79841"
"22299","AGBL2","ENSG00000285501","79841"
"22300","RNY4","ENSG00000252316","6086"
"22301","CFC1","ENSG00000136698","55997"
"22302","LOC102724153","ENSG00000224721","102724153"
"22303","RRH","ENSG00000180245","10692"
"22304","CLEC16A","ENSG00000038532","23274"
"22305","SERPINA7","ENSG00000123561","6906"
"22306","NOP2","ENSG00000111641","4839"
"22307","TNFAIP8L3","ENSG00000183578","388121"
"22308","CALM3","ENSG00000160014","808"
"22309","TRIM72","ENSG00000177238","493829"
"22310","LOC105372273","ENSG00000267082","105372273"
"22311","CXCR2","ENSG00000180871","3579"
"22312","NR2C1","ENSG00000120798","7181"
"22313","LOC104613533","ENSG00000259170","104613533"
"22314","LOC101927989","ENSG00000265778","101927989"
"22315","MIGA1","ENSG00000180488","374986"
"22316","SAMSN1-AS1","ENSG00000223662","100874190"
"22317","POLR2I","ENSG00000105258","5438"
"22318","SLC4A5","ENSG00000188687","57835"
"22319","LOC101929217","ENSG00000253455","101929217"
"22320","TCF4-AS1","ENSG00000267028","105372127"
"22321","ATG13","ENSG00000175224","9776"
"22322","ABCD1","ENSG00000101986","215"
"22323","ZBED4","ENSG00000100426","9889"
"22324","IL17RE","ENSG00000163701","132014"
"22325","AKR1D1","ENSG00000122787","6718"
"22326","LL22NC03-63E9.3","ENSG00000220891","648691"
"22327","LINC02644","ENSG00000230720","105376480"
"22328","LINC02805","ENSG00000232265","100505824"
"22329","LINC01023","ENSG00000272523","100652853"
"22330","KRTAP10-9","ENSG00000221837","386676"
"22331","KCNK18","ENSG00000186795","338567"
"22332","LRFN1","ENSG00000128011","57622"
"22333","MFSD5","ENSG00000182544","84975"
"22334","PTGDR","ENSG00000168229","5729"
"22335","ACAD9","ENSG00000177646","28976"
"22336","AQP4","ENSG00000171885","361"
"22337","KCNAB1","ENSG00000169282","7881"
"22338","GRASP","ENSG00000161835","160622"
"22339","NAA16","ENSG00000172766","79612"
"22340","NXT1","ENSG00000132661","29107"
"22341","HSPB11","ENSG00000081870","51668"
"22342","CHD1","ENSG00000153922","1105"
"22343","HEY1","ENSG00000164683","23462"
"22344","BCAP29","ENSG00000075790","55973"
"22345","BCAP29","ENSG00000283852","55973"
"22346","FCGR1A","ENSG00000150337","2209"
"22347","CYLC1","ENSG00000183035","1538"
"22348","LRRC70","ENSG00000186105","100130733"
"22349","LOC101929315","ENSG00000253643","101929315"
"22350","CLNS1A","ENSG00000074201","1207"
"22351","PCED1B","ENSG00000179715","91523"
"22352","LRRC7","ENSG00000033122","57554"
"22353","OAS1","ENSG00000089127","4938"
"22354","PCID2","ENSG00000126226","55795"
"22355","XKR9","ENSG00000221947","389668"
"22356","AP2S1","ENSG00000042753","1175"
"22357","RPS8","ENSG00000142937","6202"
"22358","IQCD","ENSG00000166578","115811"
"22359","HDDC2","ENSG00000111906","51020"
"22360","GPR45","ENSG00000135973","11250"
"22361","TMC6","ENSG00000141524","11322"
"22362","OR11H1","ENSG00000130538","81061"
"22363","HCLS1","ENSG00000180353","3059"
"22364","PIGO","ENSG00000165282","84720"
"22365","LOC105378231","ENSG00000260581","105378231"
"22366","OR10G7","ENSG00000182634","390265"
"22367","TPBGL","ENSG00000261594","100507050"
"22368","ITPKA","ENSG00000137825","3706"
"22369","SEMA6A-AS1","ENSG00000248445","101927233"
"22370","TGM7","ENSG00000159495","116179"
"22371","SAR1A","ENSG00000079332","56681"
"22372","ZNF587B","ENSG00000269343","100293516"
"22373","ST7-AS1","ENSG00000227199","93653"
"22374","TAS2R19","ENSG00000212124","259294"
"22375","TAS2R19","ENSG00000263028","259294"
"22376","TAS2R19","ENSG00000278307","259294"
"22377","RAD54B","ENSG00000197275","25788"
"22378","RAD54B","ENSG00000265817","25788"
"22379","PGLYRP4","ENSG00000163218","57115"
"22380","CABS1","ENSG00000145309","85438"
"22381","IKBKB","ENSG00000104365","3551"
"22382","TPD52","ENSG00000076554","7163"
"22383","FAM53C","ENSG00000120709","51307"
"22384","NEIL2","ENSG00000154328","252969"
"22385","C15orf32","ENSG00000183643","145858"
"22386","LOC100505782","ENSG00000234859","100505782"
"22387","ATXN3L","ENSG00000123594","92552"
"22388","AURKA","ENSG00000087586","6790"
"22389","EGLN1","ENSG00000135766","54583"
"22390","ATP2B2","ENSG00000157087","491"
"22391","PDGFA","ENSG00000197461","5154"
"22392","MCM9","ENSG00000111877","254394"
"22393","A2M","ENSG00000175899","2"
"22394","SVIL-AS1","ENSG00000224597","102724316"
"22395","MBD3","ENSG00000071655","53615"
"22396","LOC101928401","ENSG00000233288","101928401"
"22397","NKD1","ENSG00000140807","85407"
"22398","LOC101928417","ENSG00000260832","101928417"
"22399","MPP7","ENSG00000150054","143098"
"22400","FXN","ENSG00000165060","2395"
"22401","GPR68","ENSG00000119714","8111"
"22402","FASTKD5","ENSG00000215251","60493"
"22403","H2AP","ENSG00000187516","25763"
"22404","PTPRU","ENSG00000060656","10076"
"22405","SLFN14","ENSG00000236320","342618"
